day,unique_id,status,wolbachia,temperature,experimental_replicate,replicate,sex
115,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
115,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
120,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
120,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
125,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
126,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
136,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
136,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
136,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
145,wMelCS_b_18_1_1,1,wMelCS_b,18,1,1,Male
109,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
109,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
110,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
110,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
115,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
115,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
115,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
135,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
136,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
136,wMelCS_b_18_1_2,1,wMelCS_b,18,1,2,Male
100,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
104,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
109,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
110,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
110,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
115,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
115,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
115,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
133,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
136,wMelCS_b_18_1_3,1,wMelCS_b,18,1,3,Male
100,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
114,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
120,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
126,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
129,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
130,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
130,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
134,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
135,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
136,wMelCS_b_18_1_4,1,wMelCS_b,18,1,4,Male
125,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
126,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
126,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
126,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
126,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
126,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
130,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
134,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
134,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
136,wMelCS_b_18_1_5,1,wMelCS_b,18,1,5,Male
91,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
115,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
120,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
126,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
126,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
135,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
135,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
136,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
136,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
136,NoWolb_18_1_1,1,NoWolb,18,1,1,Male
65,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
96,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
99,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
100,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
105,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
115,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
135,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
135,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
136,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
136,NoWolb_18_1_2,1,NoWolb,18,1,2,Male
96,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
99,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
125,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
135,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
135,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
135,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
135,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
136,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
136,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
136,NoWolb_18_1_3,1,NoWolb,18,1,3,Male
80,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
109,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
109,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
115,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
120,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
120,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
123,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
125,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
125,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
125,NoWolb_18_1_4,1,NoWolb,18,1,4,Male
111,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
125,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
125,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
126,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
130,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
130,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
135,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
135,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
136,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
136,NoWolb_18_1_5,1,NoWolb,18,1,5,Male
65,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
65,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
65,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
65,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
70,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
74,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
75,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
75,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
75,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
75,wMelOctoless_18_1_1,1,wMelOctoless,18,1,1,Male
60,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
65,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
65,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
70,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
70,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
74,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
75,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
75,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
75,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
80,wMelOctoless_18_1_2,1,wMelOctoless,18,1,2,Male
65,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
65,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
65,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
65,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
65,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
74,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
75,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
75,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
75,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
80,wMelOctoless_18_1_3,1,wMelOctoless,18,1,3,Male
65,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
65,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
65,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
65,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
70,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
75,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
79,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
79,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
79,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
80,wMelOctoless_18_1_4,1,wMelOctoless,18,1,4,Male
55,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
65,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
65,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
65,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
69,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
69,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
69,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
70,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
74,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
79,wMelOctoless_18_1_5,1,wMelOctoless,18,1,5,Male
55,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
86,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
100,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
126,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
126,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
126,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
135,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
135,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
136,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
136,wMelPop2-Low_18_1_1,1,wMelPop2-Low,18,1,1,Male
100,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
100,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
105,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
115,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
115,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
115,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
119,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
119,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
120,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
133,wMelPop2-Low_18_1_2,1,wMelPop2-Low,18,1,2,Male
33,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
80,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
86,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
100,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
115,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
115,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
115,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
120,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
120,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
130,wMelPop2-Low_18_1_3,1,wMelPop2-Low,18,1,3,Male
115,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
125,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
126,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
130,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
134,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
135,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
135,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
136,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
136,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
145,wMelPop2-Low_18_1_4,1,wMelPop2-Low,18,1,4,Male
123,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
125,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
125,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
125,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
125,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
126,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
130,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
135,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
135,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
135,wMelPop2-Low_18_1_5,1,wMelPop2-Low,18,1,5,Male
55,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
65,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
65,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
65,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
65,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
70,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
70,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
75,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
79,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
80,wMelPop2-High_18_1_1,1,wMelPop2-High,18,1,1,Male
54,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
75,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
83,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
84,wMelPop2-High_18_1_2,1,wMelPop2-High,18,1,2,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
65,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
79,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
79,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
80,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
80,wMelPop2-High_18_1_3,1,wMelPop2-High,18,1,3,Male
28,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
45,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
55,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
65,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
70,wMelPop2-High_18_1_4,1,wMelPop2-High,18,1,4,Male
60,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
60,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
65,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
65,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
70,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
70,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
73,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
74,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
74,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
80,wMelPop2-High_18_1_5,1,wMelPop2-High,18,1,5,Male
91,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
110,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
115,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
120,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
125,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
125,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
126,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
126,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
135,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
136,wMelPop-Low_18_1_1,1,wMelPop-Low,18,1,1,Male
95,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
105,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
109,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
114,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
115,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
125,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
125,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
130,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
135,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
135,wMelPop-Low_18_1_2,1,wMelPop-Low,18,1,2,Male
30,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
110,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
115,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
120,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
120,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
120,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
125,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
125,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
130,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
135,wMelPop-Low_18_1_3,1,wMelPop-Low,18,1,3,Male
15,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
109,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
110,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
113,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
115,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
115,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
120,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
126,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
126,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
130,wMelPop-Low_18_1_4,1,wMelPop-Low,18,1,4,Male
105,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
110,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
115,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
115,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
115,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
120,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
126,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
126,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
130,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
135,wMelPop-Low_18_1_5,1,wMelPop-Low,18,1,5,Male
55,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
55,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
91,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
100,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
115,wMelPop-High_18_1_1,1,wMelPop-High,18,1,1,Male
65,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
65,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
65,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
69,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
74,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
75,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
79,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
79,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
80,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
100,wMelPop-High_18_1_2,1,wMelPop-High,18,1,2,Male
88,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
90,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
98,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
99,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
100,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
101,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
110,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
120,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
126,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
131,wMelPop-High_18_1_3,1,wMelPop-High,18,1,3,Male
75,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
86,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
92,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
92,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
94,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
100,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
100,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
104,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
109,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
110,wMelPop-High_18_1_4,1,wMelPop-High,18,1,4,Male
75,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
100,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
101,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
105,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
106,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
106,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
107,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
109,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
110,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
110,wMelPop-High_18_1_5,1,wMelPop-High,18,1,5,Male
65,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
90,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
117,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
120,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
120,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
124,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
128,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
130,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
133,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
147,wMelCS_b_18_2_1,1,wMelCS_b,18,2,1,Male
26,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
107,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
109,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
110,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
113,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
113,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
114,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
115,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
117,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
120,wMelCS_b_18_2_2,1,wMelCS_b,18,2,2,Male
85,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
109,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
125,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
125,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
128,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
128,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
128,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
133,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
134,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
135,wMelCS_b_18_2_3,1,wMelCS_b,18,2,3,Male
70,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
100,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
109,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
125,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
128,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
134,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
135,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
135,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
136,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
136,wMelCS_b_18_2_4,1,wMelCS_b,18,2,4,Male
85,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
113,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
114,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
